antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'内衣'}),frozenset({'袜子'}),0.05904,0.06044,0.01779,0.3013211382113821,4.985458937977865,1.0,0.0142216224,1.3447666036363635,0.8495756047499694,0.17494345560035401,0.25637653605025984,0.2978313169547976
frozenset({'袜子'}),frozenset({'内衣'}),0.06044,0.05904,0.01779,0.2943414956982131,4.985458937977864,1.0,0.0142216224,1.333449528722157,0.8508415226760732,0.17494345560035401,0.2500653542108199,0.2978313169547976
frozenset({'马克杯'}),frozenset({'收纳盒'}),0.05989,0.0603,0.018,0.30055101018533975,4.984262192128354,1.0,0.014388632999999998,1.3434861064693242,0.850292518960547,0.17614247969468638,0.25566777714732336,0.2995292364359534
frozenset({'收纳盒'}),frozenset({'马克杯'}),0.0603,0.05989,0.018,0.29850746268656714,4.984262192128354,1.0,0.014388632999999998,1.3401568085106383,0.8506635096307331,0.17614247969468638,0.2538186623762827,0.2995292364359534
frozenset({'收纳盒'}),frozenset({'地毯'}),0.0603,0.05887,0.01769,0.2933665008291874,4.983293712063656,1.0,0.014140139000000001,1.331850246421028,0.8506220157462183,0.17432006306661413,0.2491648346447222,0.29692955583331293
frozenset({'地毯'}),frozenset({'收纳盒'}),0.05887,0.0603,0.01769,0.30049261083743845,4.983293712063656,1.0,0.014140139000000001,1.3433739436619718,0.8493295381049604,0.17432006306661413,0.2556056303473858,0.29692955583331293
frozenset({'毛巾'}),frozenset({'床单'}),0.05985,0.06073,0.01811,0.30258980785296574,4.982542530099881,1.0,0.014475309500000002,1.3467970651653092,0.8501826884598142,0.1767346540450864,0.2574976394997878,0.3003974891397218
frozenset({'床单'}),frozenset({'毛巾'}),0.06073,0.05985,0.01811,0.2982051704264779,4.982542530099881,1.0,0.014475309500000002,1.3396365438761146,0.8509792227533022,0.1767346540450864,0.2535288735058,0.3003974891397218
frozenset({'眼影'}),frozenset({'洗面奶'}),0.06007,0.06004,0.01797,0.2991509905110704,4.982528156413564,1.0,0.0143633972,1.3411733301662707,0.8503810662181174,0.17593499118856473,0.2543842190210971,0.2992257284334166
frozenset({'洗面奶'}),frozenset({'眼影'}),0.06004,0.06007,0.01797,0.2993004663557628,4.982528156413564,1.0,0.0143633972,1.3414166199191824,0.8503539252419199,0.17593499118856473,0.2545194496991933,0.2992257284334166
frozenset({'粉底液'}),frozenset({'护肤霜'}),0.05925,0.06078,0.01794,0.3027848101265823,4.981652025774635,1.0,0.014338785000000001,1.347102033405955,0.8496023150958505,0.17572729944166912,0.2576657334028048,0.29897384632686475
frozenset({'护肤霜'}),frozenset({'粉底液'}),0.06078,0.05925,0.01794,0.2951628825271471,4.981652025774635,1.0,0.014338785000000001,1.3347055322128851,0.8509863268738118,0.17572729944166912,0.2507710683254288,0.29897384632686475
frozenset({'巧克力'}),frozenset({'饼干'}),0.05957,0.05936,0.01761,0.2956185999664261,4.98009770832928,1.0,0.0140739248,1.335412888465205,0.8498247895747039,0.17380576391630478,0.25116792818339223,0.29614151022580065
frozenset({'饼干'}),frozenset({'巧克力'}),0.05936,0.05957,0.01761,0.2966644204851752,4.98009770832928,1.0,0.0140739248,1.3370999952095808,0.8496350642751092,0.17380576391630478,0.2521127787131155,0.29614151022580065
frozenset({'窗帘'}),frozenset({'花瓶'}),0.06061,0.0599,0.01808,0.2983006104603201,4.979976802342573,1.0,0.014449460999999999,1.3397474958852575,0.8507604421698246,0.17651078785512056,0.2535906929691736,0.3000685022251517
frozenset({'花瓶'}),frozenset({'窗帘'}),0.0599,0.06061,0.01808,0.3018363939899833,4.979976802342573,1.0,0.014449460999999999,1.3455155667144907,0.8501179148706641,0.17651078785512056,0.2567904640138636,0.3000685022251517
frozenset({'平板电脑'}),frozenset({'游戏机'}),0.06007,0.06047,0.01808,0.30098218744797733,4.977380311691373,1.0,0.0144475671,1.3440716146701595,0.850160225403718,0.17645910599258244,0.2559920252125822,0.29998671138563904
frozenset({'游戏机'}),frozenset({'平板电脑'}),0.06047,0.06007,0.01808,0.2989912353233008,4.977380311691373,1.0,0.0144475671,1.3408248903043172,0.8505221766880429,0.17645910599258244,0.2541904560161935,0.29998671138563904
frozenset({'平板电脑'}),frozenset({'相机'}),0.06007,0.05941,0.01776,0.2956550690860663,4.976520267397178,1.0,0.0141912413,1.335411044670291,0.8501232852494383,0.17459693275658672,0.25116689427494054,0.29729732077430737
frozenset({'相机'}),frozenset({'平板电脑'}),0.05941,0.06007,0.01776,0.29893957246254843,4.976520267397177,1.0,0.0141912413,1.3407260816326532,0.8495267645887203,0.17459693275658672,0.2541354914329242,0.29729732077430737
frozenset({'防晒霜'}),frozenset({'眼影'}),0.06131,0.06007,0.01832,0.29880932963627466,4.974352083174208,1.0,0.0146371083,1.3404770481507327,0.8511529830595003,0.17776052784785562,0.2539969249159774,0.3018934279278427
frozenset({'眼影'}),frozenset({'防晒霜'}),0.06007,0.06131,0.01832,0.3049775262194107,4.974352083174208,1.0,0.0146371083,1.3505894203592816,0.8500301018885685,0.17776052784785562,0.25958253120775837,0.3018934279278427
frozenset({'防晒霜'}),frozenset({'护肤霜'}),0.06131,0.06078,0.01853,0.302234545751101,4.972598646776916,1.0,0.0148035782,1.346039696119682,0.8510774655085482,0.17893008883738898,0.25707985961872726,0.3035522843924969
frozenset({'护肤霜'}),frozenset({'防晒霜'}),0.06078,0.06131,0.01853,0.30487002303389277,4.972598646776916,1.0,0.0148035782,1.350380549112426,0.8505972041675212,0.17893008883738898,0.25946800651321816,0.3035522843924969
frozenset({'衬衫'}),frozenset({'休闲裤'}),0.06118,0.06005,0.01826,0.2984635501797973,4.970250627473727,1.0,0.014586140999999999,1.339844850885368,0.8508584206974368,0.1773332038457803,0.2536449281129819,0.3012717417843199
frozenset({'休闲裤'}),frozenset({'衬衫'}),0.06005,0.06118,0.01826,0.3040799333888426,4.970250627473726,1.0,0.014586140999999999,1.3490342426417803,0.8498355258462339,0.1773332038457803,0.25872897188901234,0.3012717417843199
frozenset({'马克杯'}),frozenset({'窗帘'}),0.05989,0.06061,0.01804,0.301218901319085,4.969788835490596,1.0,0.0144100671,1.3443265734767025,0.8496710037304923,0.1760687097403865,0.25613313034957264,0.2994297773383084
frozenset({'窗帘'}),frozenset({'马克杯'}),0.06061,0.05989,0.01804,0.29764065335753176,4.969788835490595,1.0,0.0144100671,1.3385028682170543,0.8503222381727219,0.1760687097403865,0.2528966326892936,0.2994297773383084
frozenset({'外套'}),frozenset({'衬衫'}),0.05958,0.06118,0.01811,0.3039610607586439,4.968307629268452,1.0,0.014464895600000001,1.3488038485652278,0.8493271290101463,0.1764247442766683,0.2586023526966233,0.2999864146552291
frozenset({'衬衫'}),frozenset({'外套'}),0.06118,0.05958,0.01811,0.2960117685518143,4.968307629268451,1.0,0.014464895600000001,1.335846194566984,0.8507746092581344,0.1764247442766683,0.25141082553732835,0.2999864146552291
frozenset({'水果'}),frozenset({'速食面'}),0.0596,0.05888,0.01743,0.29244966442953024,4.966876094251533,1.0,0.013920752000000002,1.3301103153900877,0.8492835045596495,0.17248886689757548,0.24818265941594086,0.2942377398234608
frozenset({'速食面'}),frozenset({'水果'}),0.05888,0.0596,0.01743,0.2960258152173913,4.966876094251532,1.0,0.013920752000000002,1.335844439083233,0.8486337636942095,0.17248886689757548,0.25140984178795334,0.2942377398234608
frozenset({'休闲裤'}),frozenset({'羽绒服'}),0.06005,0.05911,0.01763,0.2935886761032473,4.966819084812168,1.0,0.0140804445,1.3319293847241869,0.849687639520054,0.17364325815030038,0.24920944648497412,0.295923081073109
frozenset({'羽绒服'}),frozenset({'休闲裤'}),0.05911,0.06005,0.01763,0.2982574860429707,4.966819084812168,1.0,0.0140804445,1.3394514103182256,0.8488387556110435,0.17364325815030038,0.2534256992850372,0.295923081073109
frozenset({'面膜'}),frozenset({'护肤霜'}),0.0611,0.06078,0.01844,0.30180032733224227,4.965454546433732,1.0,0.014726342000000002,1.345202578527895,0.8505789416654788,0.1782675947409126,0.2566175415049108,0.30259480005967165
frozenset({'护肤霜'}),frozenset({'面膜'}),0.06078,0.0611,0.01844,0.30338927278710104,4.965454546433732,1.0,0.014726342000000002,1.347811572980633,0.8502891424051,0.1782675947409126,0.2580565265599117,0.30259480005967165
frozenset({'肉类'}),frozenset({'面包'}),0.06003,0.05952,0.01774,0.2955189072130601,4.96503540344523,1.0,0.014167014399999999,1.3349967935682194,0.8495926115514805,0.17424614477949119,0.2509345304664215,0.29678499124093866
frozenset({'面包'}),frozenset({'肉类'}),0.05952,0.06003,0.01774,0.2980510752688172,4.96503540344523,1.0,0.014167014399999999,1.3390860315940643,0.8491318976267918,0.17424614477949119,0.25322199141336127,0.29678499124093866
frozenset({'洗发水'}),frozenset({'防晒霜'}),0.06028,0.06131,0.01834,0.30424684804246843,4.962434318096044,1.0,0.014644233199999999,1.3491710348116357,0.8497062931713435,0.17762711864406777,0.2588041292039634,0.301691194368649
frozenset({'防晒霜'}),frozenset({'洗发水'}),0.06131,0.06028,0.01834,0.2991355406948295,4.962434318096044,1.0,0.014644233199999999,1.3408013311612752,0.8506386536758407,0.17762711864406777,0.2541773514396091,0.301691194368649
frozenset({'相机'}),frozenset({'笔记本电脑'}),0.05941,0.05902,0.0174,0.2928799865342535,4.962385403833506,1.0,0.013893621799999999,1.3307217757676744,0.8489182443936814,0.17222607146392158,0.24852811593684615,0.293847651688001
frozenset({'笔记本电脑'}),frozenset({'相机'}),0.05902,0.05941,0.0174,0.2948153168417485,4.962385403833505,1.0,0.013893621799999999,1.3338208024987985,0.8485664004487373,0.17222607146392158,0.25027410119366406,0.293847651688001
frozenset({'智能手表'}),frozenset({'音箱'}),0.05992,0.0601,0.01787,0.2982309746328438,4.962245834157135,1.0,0.014268808000000001,1.3393295600475623,0.8493727593317733,0.17493881546744983,0.2533577770324969,0.2977843725077697
frozenset({'音箱'}),frozenset({'智能手表'}),0.0601,0.05992,0.01787,0.2973377703826955,4.962245834157134,1.0,0.014268808000000001,1.3378832109874497,0.8495354224838956,0.17493881546744983,0.25255060248350725,0.2977843725077697
frozenset({'枕头'}),frozenset({'收纳盒'}),0.0595,0.0603,0.0178,0.2991596638655462,4.961188455481695,1.0,0.01421215,1.3408189448441248,0.8489477865586676,0.17450980392156865,0.2541871489470536,0.29717518848335356
frozenset({'收纳盒'}),frozenset({'枕头'}),0.0603,0.0595,0.0178,0.29519071310116085,4.961188455481695,1.0,0.01421215,1.3344035294117647,0.8496705259747014,0.17450980392156865,0.2506015024999052,0.29717518848335356
frozenset({'平板电脑'}),frozenset({'手机'}),0.06007,0.0598,0.01782,0.2966539037789246,4.960767621721147,1.0,0.014227813999999998,1.3367529940828404,0.8494444203841003,0.1746202841744243,0.25191863835239797,0.2973236074078569
frozenset({'手机'}),frozenset({'平板电脑'}),0.0598,0.06007,0.01782,0.2979933110367893,4.960767621721147,1.0,0.014227813999999998,1.338918866126727,0.8492004829308948,0.1746202841744243,0.25312875537198437,0.2973236074078569
frozenset({'护肤霜'}),frozenset({'洗面奶'}),0.06078,0.06004,0.0181,0.2977953274103324,4.959948824289347,1.0,0.014450768800000001,1.3385840862230556,0.8500511238842717,0.17620716510903428,0.2529419628604753,0.2996305084753194
frozenset({'洗面奶'}),frozenset({'护肤霜'}),0.06004,0.06078,0.0181,0.30146568954030645,4.959948824289346,1.0,0.014450768800000001,1.3445581497377206,0.8493819062242922,0.17620716510903428,0.25626124820628443,0.2996305084753194
frozenset({'地毯'}),frozenset({'灯具'}),0.05887,0.05925,0.0173,0.2938678444029217,4.959794842243404,1.0,0.013811952499999999,1.3322576978590328,0.8483193153182169,0.17159293790914498,0.24939446654575784,0.2929254833828955
frozenset({'灯具'}),frozenset({'地毯'}),0.05925,0.05887,0.0173,0.2919831223628692,4.959794842243404,1.0,0.013811952499999999,1.3292479737783076,0.8486619795114891,0.17159293790914498,0.24769492244734437,0.2929254833828955
frozenset({'智能手表'}),frozenset({'平板电脑'}),0.05992,0.06007,0.01785,0.29789719626168226,4.959167575523261,1.0,0.0142506056,1.3387355740432614,0.8492396975810153,0.17476013315057767,0.25302649799632126,0.29752525869351804
frozenset({'平板电脑'}),frozenset({'智能手表'}),0.06007,0.05992,0.01785,0.2971533211253538,4.959167575523261,1.0,0.0142506056,1.3375321080056848,0.8493752246464745,0.17476013315057767,0.25235439656768976,0.29752525869351804
frozenset({'地毯'}),frozenset({'枕头'}),0.05887,0.0595,0.01737,0.2950569050450145,4.958939580588479,1.0,0.013867235,1.3341502409638555,0.8482823668146305,0.17198019801980197,0.2504592291813019,0.2934948390771291
frozenset({'枕头'}),frozenset({'地毯'}),0.0595,0.05887,0.01737,0.2919327731092437,4.958939580588479,1.0,0.013867235,1.3291534535960123,0.8488505942373772,0.17198019801980197,0.2476414237238678,0.2934948390771291
frozenset({'收纳盒'}),frozenset({'花瓶'}),0.0603,0.0599,0.01791,0.2970149253731343,4.958512944459671,1.0,0.01429803,1.3372972399150742,0.8495547868105026,0.17509042917196205,0.2522230883662741,0.29800662796202626
frozenset({'花瓶'}),frozenset({'收纳盒'}),0.0599,0.0603,0.01791,0.2989983305509182,4.958512944459671,1.0,0.01429803,1.3405103596094308,0.8491933125899681,0.17509042917196205,0.25401546296788147,0.29800662796202626
frozenset({'床单'}),frozenset({'窗帘'}),0.06073,0.06061,0.01825,0.30051045611724025,4.958100249418252,1.0,0.0145691547,1.3429650353107343,0.8499258430220729,0.1770297798040547,0.25537897584308994,0.30080794213220535
frozenset({'窗帘'}),frozenset({'床单'}),0.06061,0.06073,0.01825,0.30110542814717045,4.958100249418252,1.0,0.0145691547,1.3439366076487254,0.8498172713945673,0.1770297798040547,0.25591728485650606,0.30080794213220535
frozenset({'毛衣'}),frozenset({'袜子'}),0.06024,0.06044,0.01805,0.2996347941567065,4.957557811990512,1.0,0.0144090944,1.3415286655605594,0.8494592006398993,0.17587450063334306,0.2545817128833779,0.2991390383755075
frozenset({'袜子'}),frozenset({'毛衣'}),0.06044,0.06024,0.01805,0.2986432825943084,4.957557811990511,1.0,0.0144090944,1.339917301250295,0.8496400212794838,0.17587450063334306,0.25368528410903673,0.2991390383755075
frozenset({'内衣'}),frozenset({'羽绒服'}),0.05904,0.05911,0.0173,0.29302168021680214,4.957226868834413,1.0,0.013810145599999999,1.3308611787254432,0.8483615798107552,0.17154189390183439,0.2486068299342135,0.2928481772763929
frozenset({'羽绒服'}),frozenset({'内衣'}),0.05911,0.05904,0.0173,0.2926746743359837,4.957226868834412,1.0,0.013810145599999999,1.3303072375029896,0.8484246959142177,0.17154189390183439,0.24829394909027344,0.2928481772763929
frozenset({'游戏机'}),frozenset({'电视'}),0.06047,0.06,0.01798,0.297337522738548,4.9556253789758005,1.0,0.0143518,1.337768886796893,0.8495834313388915,0.17543174943896966,0.25248672631760427,0.29850209470260736
frozenset({'电视'}),frozenset({'游戏机'}),0.06,0.06047,0.01798,0.2996666666666667,4.9556253789758005,1.0,0.0143518,1.341546882436935,0.8491586396232221,0.17543174943896966,0.2545918349245545,0.29850209470260736
frozenset({'T恤'}),frozenset({'内衣'}),0.06009,0.05904,0.01758,0.2925611582626061,4.9553041711146015,1.0,0.014032286399999998,1.330093775582216,0.8492260332964129,0.17311669128508123,0.2481733105154375,0.29516269295244124
frozenset({'内衣'}),frozenset({'T恤'}),0.05904,0.06009,0.01758,0.2977642276422764,4.9553041711146015,1.0,0.014032286399999998,1.3384536034732273,0.848278397546794,0.17311669128508123,0.25286913389822047,0.29516269295244124
frozenset({'水果'}),frozenset({'巧克力'}),0.0596,0.05957,0.01759,0.2951342281879195,4.954410411078052,1.0,0.014039628000000002,1.3341972863603904,0.8487448278997314,0.17316400866312268,0.2504856588878699,0.29520854434408567
frozenset({'巧克力'}),frozenset({'水果'}),0.05957,0.0596,0.01759,0.2952828605002518,4.954410411078051,1.0,0.014039628000000002,1.3344361124344926,0.8487177526843118,0.17316400866312268,0.2506198006170266,0.29520854434408567
frozenset({'巧克力'}),frozenset({'果汁'}),0.05957,0.05967,0.01761,0.2956185999664261,4.954224903074008,1.0,0.014055458100000001,1.3349727859866538,0.8487097161559772,0.17327560759618224,0.25092105959229855,0.2953708887212724
frozenset({'果汁'}),frozenset({'巧克力'}),0.05967,0.05957,0.01761,0.29512317747611866,4.954224903074008,1.0,0.014055458100000001,1.3341763694721827,0.848799972737832,0.17327560759618224,0.2504739081868067,0.2953708887212724
frozenset({'牛仔裤'}),frozenset({'羽绒服'}),0.06144,0.05911,0.01799,0.2928059895833333,4.953577898550724,1.0,0.014358281599999998,1.3304552727272725,0.850372607276801,0.1754095163806552,0.2483775888609012,0.2985769078351449
frozenset({'羽绒服'}),frozenset({'牛仔裤'}),0.05911,0.06144,0.01799,0.3043478260869565,4.953577898550724,1.0,0.014358281599999998,1.34918,0.8482667626244452,0.1754095163806552,0.2588090543885916,0.2985769078351449
frozenset({'马克杯'}),frozenset({'花瓶'}),0.05989,0.0599,0.01777,0.29671063616630494,4.953432991090232,1.0,0.014182589,1.3367186372269708,0.848964279356981,0.1741815330327387,0.2518994108778906,0.29668586900134947
frozenset({'花瓶'}),frozenset({'马克杯'}),0.0599,0.05989,0.01777,0.296661101836394,4.953432991090232,1.0,0.014182589,1.3366387135058155,0.8489733099311684,0.1741815330327387,0.2518546785337822,0.29668586900134947
frozenset({'耳机'}),frozenset({'游戏机'}),0.0595,0.06047,0.01782,0.2994957983193277,4.952799707612497,1.0,0.014222035,1.341219649712092,0.8485847905482851,0.17444933920704847,0.2544099691540746,0.29709369046113565
frozenset({'游戏机'}),frozenset({'耳机'}),0.06047,0.0595,0.01782,0.2946915826029436,4.952799707612497,1.0,0.014222035,1.333459202813599,0.849460895884817,0.17444933920704847,0.25007079489946155,0.29709369046113565
frozenset({'马克杯'}),frozenset({'地毯'}),0.05989,0.05887,0.01746,0.2915344798797796,4.952173940543224,1.0,0.0139342757,1.328406214942258,0.8489096831701947,0.1723593287265548,0.2472182162716942,0.29406008858945665
frozenset({'地毯'}),frozenset({'马克杯'}),0.05887,0.05989,0.01746,0.2965856972991337,4.952173940543224,1.0,0.0139342757,1.336495428640425,0.8479896318735262,0.1723593287265548,0.2517744703270189,0.29406008858945665
frozenset({'手机'}),frozenset({'充电器'}),0.0598,0.05913,0.01751,0.292809364548495,4.951959488389903,1.0,0.013974026,1.3304333412154175,0.8488191207115245,0.17264839282192862,0.24836519875061908,0.2944682709771056
frozenset({'充电器'}),frozenset({'手机'}),0.05913,0.0598,0.01751,0.2961271774057162,4.951959488389903,1.0,0.013974026,1.3357526669870254,0.8482146707759578,0.17264839282192862,0.25135841034430567,0.2944682709771056
frozenset({'窗帘'}),frozenset({'灯具'}),0.06061,0.05925,0.01778,0.2933509321894077,4.951070585475236,1.0,0.0141888575,1.3312831543310764,0.8495124298106432,0.17417711598746083,0.24884499834111903,0.2967176601875309
frozenset({'灯具'}),frozenset({'窗帘'}),0.05925,0.06061,0.01778,0.300084388185654,4.951070585475236,1.0,0.0141888575,1.3421475162768266,0.848284327865873,0.17417711598746083,0.2549254177558352,0.2967176601875309
frozenset({'电视'}),frozenset({'音箱'}),0.06,0.0601,0.01785,0.29750000000000004,4.950083194675542,1.0,0.014244000000000001,1.3379359430604985,0.8489182907205437,0.17457212713936432,0.25258006170869246,0.29725249584026625
frozenset({'音箱'}),frozenset({'电视'}),0.0601,0.06,0.01785,0.29700499168053246,4.950083194675541,1.0,0.014244000000000001,1.337136094674556,0.8490086107855207,0.17457212713936432,0.2521329698729069,0.29725249584026625
frozenset({'灯具'}),frozenset({'枕头'}),0.05925,0.0595,0.01745,0.2945147679324895,4.949828032478815,1.0,0.013924625,1.3331250000000001,0.8482304324949536,0.17226061204343535,0.2498827941865917,0.2938960394284296
frozenset({'枕头'}),frozenset({'灯具'}),0.0595,0.05925,0.01745,0.29327731092436976,4.949828032478814,1.0,0.013924625,1.3311444708680145,0.8484559057624961,0.17226061204343535,0.24876674028633514,0.2938960394284296
frozenset({'花瓶'}),frozenset({'灯具'}),0.0599,0.05925,0.01756,0.2931552587646077,4.94776808041532,1.0,0.014010924999999999,1.330914619744922,0.8487274411509074,0.17285165862781768,0.24863700107850936,0.29476328339074265
frozenset({'灯具'}),frozenset({'花瓶'}),0.05925,0.0599,0.01756,0.29637130801687767,4.94776808041532,1.0,0.014010924999999999,1.336073998560806,0.8481410230411567,0.17285165862781768,0.251538461883712,0.29476328339074265
frozenset({'羽绒服'}),frozenset({'衬衫'}),0.05911,0.06118,0.01789,0.3026560649636271,4.946977197836338,1.0,0.0142736502,1.3462797234352257,0.847980481784129,0.17470703124999998,0.25721231435592246,0.29753594356386653
frozenset({'衬衫'}),frozenset({'羽绒服'}),0.06118,0.05911,0.01789,0.29241582216410594,4.946977197836338,1.0,0.0142736502,1.3297216493416495,0.8498501901385453,0.17470703124999998,0.24796290976002078,0.29753594356386653
frozenset({'床单'}),frozenset({'灯具'}),0.06073,0.05925,0.0178,0.29310060925407544,4.94684572580718,1.0,0.0142017475,1.3308117283950618,0.8494373110458839,0.17420238794284595,0.24857890965089072,0.2967612750911728
frozenset({'灯具'}),frozenset({'床单'}),0.05925,0.06073,0.0178,0.30042194092827007,4.94684572580718,1.0,0.0142017475,1.3426235826296744,0.8481009653426176,0.17420238794284595,0.2551896056812951,0.2967612750911728
frozenset({'T恤'}),frozenset({'休闲裤'}),0.06009,0.06005,0.01785,0.2970544183724414,4.946784652330415,1.0,0.014241595500000002,1.337158984375,0.848856260062089,0.17450386157004596,0.25214577197983024,0.297153354065488
frozenset({'休闲裤'}),frozenset({'T恤'}),0.06005,0.06009,0.01785,0.29725228975853457,4.946784652330414,1.0,0.014241595500000002,1.337478566350711,0.8488201365976468,0.17450386157004596,0.25232446697932204,0.297153354065488
frozenset({'收纳盒'}),frozenset({'灯具'}),0.0603,0.05925,0.01767,0.2930348258706468,4.945735457732435,1.0,0.014097225000000001,1.3306878958479944,0.8490003221416075,0.17343934040047118,0.2485089831205387,0.29563133698595634
frozenset({'灯具'}),frozenset({'收纳盒'}),0.05925,0.0603,0.01767,0.29822784810126585,4.945735457732435,1.0,0.014097225000000001,1.3390386002886003,0.8480527267780692,0.17343934040047118,0.2531955391095731,0.29563133698595634
frozenset({'袜子'}),frozenset({'衬衫'}),0.06044,0.06118,0.01828,0.3024487094639312,4.943587928472233,1.0,0.014582280800000002,1.3458795256166984,0.8490333433229559,0.17689181343139154,0.2569914461386967,0.3006195819303965
frozenset({'衬衫'}),frozenset({'袜子'}),0.06118,0.06044,0.01828,0.29879045439686175,4.943587928472232,1.0,0.014582280800000002,1.3399133053613055,0.8497025713688635,0.17689181343139154,0.25368305844955275,0.3006195819303965
frozenset({'果汁'}),frozenset({'水果'}),0.05967,0.0596,0.01758,0.29462041226747104,4.943295507843474,1.0,0.014023667999999998,1.333182893799002,0.8483253773119879,0.17287835578719635,0.2499153682129637,0.2947934276102456
frozenset({'水果'}),frozenset({'果汁'}),0.0596,0.05967,0.01758,0.2949664429530201,4.943295507843474,1.0,0.014023667999999998,1.333737934316992,0.8482622310163564,0.17287835578719635,0.25022751901249574,0.2947934276102456
frozenset({'洗面奶'}),frozenset({'粉底液'}),0.06004,0.05925,0.01758,0.2928047968021319,4.941853110584505,1.0,0.014022629999999998,1.3302550635892605,0.8485964909987455,0.1728443614197227,0.24826446643862016,0.2947568287808128
frozenset({'粉底液'}),frozenset({'洗面奶'}),0.05925,0.06004,0.01758,0.29670886075949365,4.941853110584504,1.0,0.014022629999999998,1.3365161987041037,0.8478838774160837,0.1728443614197227,0.2517860980887417,0.2947568287808128
frozenset({'牛奶'}),frozenset({'果汁'}),0.0605,0.05967,0.01784,0.29487603305785126,4.941780342849862,1.0,0.014229965,1.3335669245194561,0.8490088110983565,0.17433792631681816,0.25013137202668345,0.29692687190013395
frozenset({'果汁'}),frozenset({'牛奶'}),0.05967,0.0605,0.01784,0.29897771074241664,4.941780342849862,1.0,0.014229965,1.3401856323213006,0.8482594174671719,0.17433792631681816,0.25383471074232744,0.29692687190013395
frozenset({'口红'}),frozenset({'指甲油'}),0.06037,0.06015,0.01794,0.29716746728507537,4.940440021364512,1.0,0.014308744500000001,1.33723178175819,0.8488329231704632,0.17488789237668162,0.25218648431672647,0.29771091568742547
frozenset({'指甲油'}),frozenset({'口红'}),0.06015,0.06037,0.01794,0.29825436408977557,4.940440021364512,1.0,0.014308744500000001,1.338989445628998,0.8486342284392853,0.17488789237668162,0.2531681237186718,0.29771091568742547
frozenset({'牛仔裤'}),frozenset({'连衣裙'}),0.06144,0.0609,0.01848,0.30078125,4.938936781609195,1.0,0.014738304,1.3430703910614525,0.8497349905464465,0.17793183131138068,0.2554373868597593,0.30211476293103445
frozenset({'连衣裙'}),frozenset({'牛仔裤'}),0.0609,0.06144,0.01848,0.30344827586206896,4.938936781609195,1.0,0.014738304,1.347437623762376,0.8492463770921869,0.17793183131138068,0.25785061782099067,0.30211476293103445
frozenset({'水果'}),frozenset({'肉类'}),0.0596,0.06003,0.01767,0.2964765100671141,4.938805764902784,1.0,0.014092212000000002,1.3360890054853325,0.8480666753807035,0.17330325617889372,0.25154686858848063,0.29541466682766004
frozenset({'肉类'}),frozenset({'水果'}),0.06003,0.0596,0.01767,0.2943528235882059,4.938805764902784,1.0,0.014092212000000002,1.3326773371104816,0.8484546331563918,0.17330325617889372,0.24963082048937252,0.29541466682766004
frozenset({'枕头'}),frozenset({'窗帘'}),0.0595,0.06061,0.01781,0.299327731092437,4.938586554899142,1.0,0.014203705,1.3406981290477331,0.8479669474675238,0.17409579667644182,0.25411994069815197,0.296586815554468
frozenset({'窗帘'}),frozenset({'枕头'}),0.06061,0.0595,0.01781,0.2938459000164989,4.938586554899142,1.0,0.014203705,1.33186226635514,0.8489689203559821,0.17409579667644182,0.24917161086283776,0.296586815554468
frozenset({'床单'}),frozenset({'地毯'}),0.06073,0.05887,0.01765,0.29063066029968715,4.936821136396928,1.0,0.0140748249,1.3267136699164346,0.8490002919813171,0.17312408043158412,0.24625786055028226,0.29522190395653625
frozenset({'地毯'}),frozenset({'床单'}),0.05887,0.06073,0.01765,0.2998131476133854,4.936821136396928,1.0,0.0140748249,1.3414562081513828,0.8473223723070052,0.17312408043158412,0.25454144986360194,0.29522190395653625
frozenset({'香水'}),frozenset({'眼影'}),0.05909,0.06007,0.01752,0.2964968691826028,4.935855987724369,1.0,0.013970463700000001,1.3360708130863606,0.8474783944465692,0.1723730814639906,0.25153667739363866,0.2940782997486179
frozenset({'眼影'}),frozenset({'香水'}),0.06007,0.05909,0.01752,0.29165973031463294,4.935855987724369,1.0,0.013970463700000001,1.3283305217391304,0.848362001551947,0.1723730814639906,0.24717531997176448,0.2940782997486179
frozenset({'面膜'}),frozenset({'指甲油'}),0.0611,0.06015,0.01814,0.2968903436988543,4.935832812948534,1.0,0.014464834999999999,1.3367047253258846,0.8492916656440606,0.1759286199204733,0.251891624938931,0.2992348642850049
frozenset({'指甲油'}),frozenset({'面膜'}),0.06015,0.0611,0.01814,0.30157938487115543,4.935832812948534,1.0,0.014464834999999999,1.3443188526541299,0.8484332019718129,0.1759286199204733,0.2561288581011348,0.2992348642850049
frozenset({'粉底液'}),frozenset({'香水'}),0.05925,0.05909,0.01727,0.29147679324894515,4.932760082060335,1.0,0.013768917500000002,1.327987553596951,0.8474873670907465,0.17087167309785298,0.24698089429270084,0.29187141405551
frozenset({'香水'}),frozenset({'粉底液'}),0.05909,0.05925,0.01727,0.2922660348620748,4.932760082060335,1.0,0.013768917500000002,1.3292424079387852,0.8473432534361625,0.17087167309785298,0.24769177237531206,0.29187141405551
